,age,sex,education,income,east-west,happiness,health,lived_abroad,orientation,orientation_cat
1033,71,Male,3,1400,West,8,4,Yes,5,Center-Right
1034,76,Male,5,8000,West,9,4,No,3,Center-Left
1035,60,Male,3,4200,East,8,2,No,6,Center-Right
1036,34,Female,4,1600,West,8,4,No,6,Center-Right
1037,22,Male,4,700,West,7,4,No,3,Center-Left
1038,65,Male,2,3500,West,6,3,No,6,Center-Right
1039,50,Male,5,3600,East,9,4,No,3,Center-Left
1040,69,Female,5,2875,East,8,4,No,2,Left
1041,69,Female,2,650,West,5,2,No,6,Center-Right
1042,67,Female,3,500,West,10,4,Yes,5,Center-Right
1043,55,Female,3,1500,East,5,3,No,9,Right
1044,45,Male,3,2000,West,9,4,No,6,Center-Right
1045,50,Female,3,1200,West,8,4,No,3,Center-Left
1046,48,Male,2,3100,West,8,4,No,9,Right
1047,71,Male,3,1100,East,7,3,No,3,Center-Left
1048,34,Male,3,1711,East,6,3,No,1,Left
1049,71,Male,2,2125,West,8,3,No,5,Center-Right
1050,65,Male,5,2000,West,10,4,Yes,6,Center-Right
1051,67,Male,4,1800,West,9,4,No,3,Center-Left
1052,63,Female,3,1000,East,9,5,No,1,Left
1053,44,Male,5,3100,West,9,4,No,6,Center-Right
1054,82,Female,2,1500,West,10,3,No,6,Center-Right
1055,56,Female,5,2700,West,8,4,No,2,Left
1056,49,Male,5,2000,West,5,3,No,3,Center-Left
1057,67,Male,3,8750,West,9,3,No,2,Left
1058,29,Female,5,1500,West,9,5,Yes,6,Center-Right
1059,51,Female,3,1875,West,9,4,No,3,Center-Left
1060,73,Male,3,1625,East,8,3,No,9,Right
1061,51,Female,3,813,West,8,4,No,6,Center-Right
1062,21,Female,4,450,West,3,4,No,1,Left
1063,37,Male,2,837,West,5,3,Yes,9,Right
1064,74,Female,5,2500,West,8,4,No,5,Center-Right
1065,23,Male,4,250,West,8,4,No,1,Left
1066,43,Female,3,1400,West,8,4,No,3,Center-Left
1067,77,Female,2,1400,East,6,3,No,3,Center-Left
1068,52,Male,3,1600,East,10,4,No,3,Center-Left
1069,76,Male,4,4500,West,8,5,Yes,6,Center-Right
1070,22,Female,5,280,West,9,4,No,1,Left
1071,26,Male,5,650,West,6,4,No,6,Center-Right
1072,31,Male,4,1600,West,9,5,No,1,Left
1073,57,Female,2,1400,West,10,5,No,6,Center-Right
1074,70,Female,3,1800,West,8,4,No,6,Center-Right
1075,58,Female,4,2000,West,3,3,No,6,Center-Right
1076,59,Male,2,1800,West,7,4,No,6,Center-Right
1077,47,Female,5,1200,West,8,4,Yes,6,Center-Right
1078,31,Female,5,2400,West,10,5,No,5,Center-Right
1079,24,Male,3,1313,West,7,4,No,4,Center-Left
1080,41,Female,4,1313,West,9,5,No,6,Center-Right
1081,55,Male,4,1700,West,10,3,No,2,Left
1082,37,Female,2,983,West,7,5,No,6,Center-Right
1083,64,Male,2,1185,West,9,3,No,5,Center-Right
1084,52,Female,3,938,West,9,4,No,9,Right
1085,44,Male,5,1750,West,7,4,No,6,Center-Right
1086,45,Female,3,675,East,7,2,No,3,Center-Left
1087,21,Male,5,1188,West,10,5,No,6,Center-Right
1088,52,Male,5,3800,East,7,4,Yes,1,Left
1089,40,Female,2,1000,West,6,3,No,6,Center-Right
1090,35,Male,5,1734,West,9,5,Yes,3,Center-Left
1091,72,Female,4,460,West,9,3,No,2,Left
1092,40,Female,5,800,East,7,4,No,2,Left
1093,73,Female,3,1016,East,5,3,No,3,Center-Left
1094,78,Male,2,1220,East,7,2,No,1,Left
1095,71,Female,5,1050,East,8,3,No,3,Center-Left
1096,72,Female,3,1800,East,8,3,No,1,Left
1097,81,Male,5,1800,East,8,3,No,6,Center-Right
1098,75,Male,4,3800,East,8,3,No,3,Center-Left
1099,72,Male,3,4200,West,8,3,No,6,Center-Right
1100,46,Female,5,1600,East,9,5,Yes,2,Left
1101,60,Male,3,1350,West,8,4,No,9,Right
1102,58,Male,3,1063,East,8,4,No,1,Left
1103,55,Male,2,720,West,5,2,No,1,Left
1104,49,Female,5,1188,West,7,3,Yes,6,Center-Right
1105,91,Male,3,1600,West,5,3,No,3,Center-Left
1106,60,Male,3,2000,East,8,3,No,9,Right
1107,72,Female,3,890,West,9,4,No,6,Center-Right
1108,37,Male,5,2300,West,9,5,Yes,2,Left
1109,49,Female,3,813,East,8,3,No,11,Right
1110,42,Female,2,700,West,8,4,No,4,Center-Left
1111,37,Female,5,2000,West,8,4,Yes,6,Center-Right
1112,77,Male,2,1200,West,8,4,No,6,Center-Right
1113,38,Male,2,532,West,3,2,No,9,Right
1114,24,Female,5,597,East,7,4,Yes,2,Left
1115,66,Male,2,1800,West,7,2,Yes,9,Right
1116,41,Female,3,1188,East,6,4,No,2,Left
1117,46,Male,5,4000,West,8,5,Yes,2,Left
1118,75,Female,3,360,West,8,4,No,2,Left
1119,36,Male,5,3500,West,10,4,No,6,Center-Right
1120,54,Female,2,1100,West,10,3,No,3,Center-Left
1121,46,Male,3,2300,West,8,4,No,6,Center-Right
1122,41,Male,2,1500,East,8,4,Yes,9,Right
1123,68,Male,2,780,West,9,2,No,6,Center-Right
1124,77,Female,3,2000,West,10,3,No,6,Center-Right
1125,73,Male,2,930,East,5,3,No,9,Right
1126,51,Female,5,3300,West,10,5,No,6,Center-Right
1127,78,Male,2,1450,East,8,3,No,9,Right
1128,64,Male,3,1400,West,5,5,No,5,Center-Right
1129,54,Female,5,1200,West,9,4,Yes,6,Center-Right
1130,64,Male,3,3500,West,8,4,No,6,Center-Right
1131,65,Male,3,1010,East,9,4,No,6,Center-Right
1132,59,Male,3,1100,East,7,3,No,1,Left
1133,38,Female,3,450,West,9,4,Yes,3,Center-Left
1134,52,Male,4,2500,East,8,2,No,9,Right
1135,38,Female,5,840,West,6,4,Yes,2,Left
1136,36,Male,3,1400,East,5,3,No,6,Center-Right
1137,59,Male,4,2600,West,10,4,No,6,Center-Right
1138,51,Male,3,1500,East,5,3,No,3,Center-Left
1139,78,Female,2,938,East,5,2,No,6,Center-Right
1140,38,Male,2,3000,West,10,4,Yes,2,Left
1141,61,Male,3,600,East,3,1,No,9,Right
1142,69,Female,2,1000,West,10,4,No,3,Center-Left
1143,74,Male,3,3200,West,8,4,No,5,Center-Right
1144,35,Female,3,1100,East,7,4,No,1,Left
1145,36,Female,5,1370,East,7,1,No,2,Left
1146,59,Male,5,2125,West,9,4,No,3,Center-Left
1147,33,Male,5,3500,West,8,5,Yes,5,Center-Right
1148,61,Female,2,900,West,8,2,Yes,3,Center-Left
1149,65,Male,5,8000,East,8,4,No,3,Center-Left
1150,45,Female,2,1000,West,3,2,No,11,Right
1151,52,Male,2,1600,West,8,3,No,9,Right
1152,67,Female,5,2500,West,8,3,No,2,Left
1153,74,Male,2,1050,East,7,2,No,6,Center-Right
1154,43,Female,5,1100,East,8,4,No,3,Center-Left
1155,74,Female,2,600,West,10,1,No,3,Center-Left
1156,34,Male,4,1700,West,8,4,No,3,Center-Left
1157,55,Male,5,2000,East,8,4,Yes,1,Left
1158,30,Male,5,400,West,8,4,Yes,2,Left
1159,24,Male,5,700,West,8,3,No,4,Center-Left
1160,77,Male,4,3300,West,8,3,No,6,Center-Right
1161,80,Male,2,900,West,10,4,No,6,Center-Right
1162,62,Female,5,2000,East,9,3,No,6,Center-Right
1163,52,Female,3,1200,West,8,4,No,2,Left
1164,24,Female,4,300,East,9,4,No,2,Left
1165,40,Female,4,2050,West,9,4,No,6,Center-Right
1166,72,Male,3,900,East,3,3,No,1,Left
1167,23,Male,5,500,West,7,3,No,2,Left
1168,26,Female,3,1550,West,8,5,No,2,Left
1169,64,Female,5,564,West,9,5,No,5,Center-Right
1170,64,Male,4,2625,West,8,4,No,9,Right
1171,84,Female,2,1440,East,8,3,No,6,Center-Right
1172,54,Male,3,1900,West,6,1,No,9,Right
1173,52,Male,3,5000,East,9,4,No,9,Right
1174,85,Male,5,5000,West,7,2,No,9,Right
1175,30,Male,3,1700,West,8,3,No,3,Center-Left
1176,58,Female,3,1800,West,7,4,No,3,Center-Left
1177,34,Female,4,1300,East,9,4,No,6,Center-Right
1178,58,Male,5,3400,West,8,4,No,1,Left
1179,38,Male,4,4500,West,10,3,Yes,6,Center-Right
1180,75,Female,2,1050,West,3,1,No,6,Center-Right
1181,76,Female,3,750,West,9,3,No,1,Left
1182,40,Male,3,300,West,3,2,No,3,Center-Left
1183,27,Male,1,900,East,5,5,No,6,Center-Right
1184,34,Male,4,8750,West,7,4,No,6,Center-Right
1185,67,Male,5,2000,West,8,4,Yes,2,Left
1186,55,Female,3,688,East,8,3,No,2,Left
1187,28,Female,5,1600,West,6,3,No,1,Left
1188,54,Male,3,2200,West,8,4,Yes,3,Center-Left
1189,85,Male,2,1000,West,10,1,No,6,Center-Right
1190,33,Female,5,2640,West,7,3,No,6,Center-Right
1191,68,Female,2,1100,East,0,3,No,3,Center-Left
1192,27,Female,3,1350,East,9,4,No,2,Left
1193,54,Male,5,7000,West,9,5,Yes,2,Left
1194,26,Male,4,2100,West,3,5,No,9,Right
1195,87,Male,5,5000,West,9,4,No,9,Right
1196,56,Female,5,4000,East,9,3,No,6,Center-Right
1197,64,Female,2,350,West,9,3,No,6,Center-Right
1198,40,Male,3,2500,West,8,4,No,6,Center-Right
1199,43,Male,5,4200,West,8,4,No,3,Center-Left
1200,47,Female,2,938,East,8,4,No,6,Center-Right
1201,38,Male,5,1600,East,6,4,No,3,Center-Left
1202,51,Male,3,3500,West,9,3,No,6,Center-Right
1203,53,Male,2,2500,West,8,3,No,9,Right
1204,31,Male,3,2700,West,8,3,No,6,Center-Right
1205,67,Female,3,982,West,6,2,No,6,Center-Right
1206,52,Female,2,360,West,0,1,No,2,Left
1207,57,Female,5,2000,East,10,5,No,6,Center-Right
1208,58,Male,3,2125,East,8,3,No,6,Center-Right
1209,65,Female,3,900,East,4,2,No,1,Left
1210,69,Male,2,1600,West,9,3,No,3,Center-Left
1211,57,Male,5,6000,West,9,4,No,6,Center-Right
1212,48,Male,5,3500,West,9,4,Yes,2,Left
1213,48,Male,3,2500,East,8,4,No,6,Center-Right
1214,63,Male,3,650,East,5,2,No,3,Center-Left
1215,56,Female,3,2000,West,8,4,No,3,Center-Left
1216,51,Female,3,1600,West,9,4,No,6,Center-Right
1217,85,Female,3,2000,West,5,2,No,3,Center-Left
1218,37,Male,3,2600,West,9,5,Yes,5,Center-Right
1219,59,Male,5,3000,East,7,3,No,2,Left
1220,18,Male,5,550,West,7,2,Yes,2,Left
1221,75,Female,5,300,West,10,5,No,6,Center-Right
1222,54,Male,4,4500,West,8,1,Yes,9,Right
1223,57,Male,5,4500,East,8,4,No,6,Center-Right
1224,59,Male,3,750,East,7,2,No,9,Right
1225,65,Male,5,660,East,3,2,No,9,Right
1226,23,Male,5,400,East,8,4,No,6,Center-Right
1227,37,Male,5,2000,East,8,5,Yes,5,Center-Right
1228,52,Male,5,3500,West,7,4,No,6,Center-Right
1229,26,Female,1,399,West,4,2,No,3,Center-Left
1230,38,Female,5,1200,West,9,3,Yes,2,Left
1231,85,Male,2,1600,West,8,2,No,6,Center-Right
1232,43,Female,3,590,West,6,4,No,1,Left
1233,24,Male,5,400,West,6,5,No,3,Center-Left
1234,62,Male,2,2000,West,9,4,No,9,Right
1235,54,Male,2,1000,East,9,3,No,2,Left
1236,79,Male,5,1600,West,10,3,Yes,6,Center-Right
1237,58,Female,5,4300,West,10,5,No,5,Center-Right
1238,51,Male,4,875,West,10,3,Yes,3,Center-Left
1239,71,Male,5,2125,West,8,5,Yes,5,Center-Right
1240,33,Male,5,2400,West,8,5,Yes,2,Left
1241,82,Female,5,700,East,9,3,No,2,Left
1242,25,Male,5,1000,West,8,4,No,9,Right
1243,26,Female,5,1000,West,10,4,Yes,6,Center-Right
1244,68,Female,3,350,West,10,5,No,2,Left
1245,48,Female,5,4000,West,8,4,No,2,Left
1246,70,Male,5,3200,West,10,4,Yes,3,Center-Left
1247,64,Female,3,1100,West,10,4,No,2,Left
1248,77,Female,2,200,West,7,2,No,3,Center-Left
1249,30,Male,3,1550,West,8,3,Yes,4,Center-Left
1250,74,Male,5,1700,East,6,3,No,6,Center-Right
1251,87,Male,2,700,West,5,1,No,6,Center-Right
1252,30,Female,3,2200,West,8,4,No,2,Left
1253,78,Female,5,530,West,9,3,No,6,Center-Right
1254,48,Male,5,2000,West,8,4,No,6,Center-Right
1255,63,Female,2,1300,West,9,4,No,6,Center-Right
1256,33,Female,5,2300,West,8,3,No,2,Left
1257,65,Male,2,1300,West,6,1,No,3,Center-Left
1258,54,Female,2,1100,West,5,2,No,9,Right
1259,62,Male,3,2500,West,8,3,No,6,Center-Right
1260,18,Female,5,65,West,9,5,No,1,Left
1261,42,Female,3,1300,West,8,4,Yes,3,Center-Left
1262,41,Male,3,380,East,3,4,No,1,Left
1263,51,Male,3,3900,West,9,4,No,3,Center-Left
1264,20,Female,5,1200,West,8,5,No,3,Center-Left
1265,46,Male,3,2625,East,8,4,No,2,Left
1266,76,Female,1,500,East,9,4,No,3,Center-Left
1267,55,Male,5,2300,East,9,4,No,2,Left
1268,67,Male,2,1438,West,9,4,No,6,Center-Right
1269,52,Female,2,1900,West,8,5,No,2,Left
1270,36,Female,5,1800,West,9,4,Yes,2,Left
1271,29,Male,5,2600,West,4,5,No,3,Center-Left
1272,86,Female,5,3300,West,9,3,No,6,Center-Right
1273,73,Male,2,2400,West,0,4,No,5,Center-Right
1274,54,Female,2,563,East,1,1,No,9,Right
1275,50,Female,5,900,West,8,3,No,2,Left
1276,37,Male,5,1400,West,9,4,No,2,Left
1277,72,Male,5,3500,West,8,4,No,6,Center-Right
1278,68,Female,3,250,West,9,2,No,5,Center-Right
1279,57,Female,2,674,West,5,1,No,6,Center-Right
1280,73,Male,2,1200,West,7,1,No,1,Left
1281,50,Female,3,1100,West,8,4,No,3,Center-Left
1282,51,Male,4,2700,West,9,3,No,6,Center-Right
1283,45,Male,3,2125,West,7,5,Yes,3,Center-Left
1284,51,Female,3,1700,East,8,4,No,5,Center-Right
1285,45,Female,5,150,West,7,4,No,2,Left
1286,47,Female,3,2000,East,10,4,No,2,Left
1287,19,Male,4,700,West,9,5,No,3,Center-Left
1288,23,Male,5,500,East,8,5,No,1,Left
1289,50,Male,2,1040,West,6,5,No,3,Center-Left
1290,70,Female,2,730,East,8,3,No,6,Center-Right
1291,71,Female,2,2200,West,7,3,No,6,Center-Right
1292,62,Male,3,2050,West,8,3,No,9,Right
1293,45,Female,4,450,West,10,5,Yes,6,Center-Right
1294,59,Female,3,1600,West,10,5,No,3,Center-Left
1295,31,Male,3,2400,West,8,2,No,5,Center-Right
1296,28,Female,5,2125,West,8,4,Yes,6,Center-Right
1297,29,Female,5,2600,West,10,5,Yes,2,Left
1298,84,Male,5,1500,East,8,4,No,6,Center-Right
1299,36,Female,2,1625,West,9,4,No,3,Center-Left
1300,58,Female,3,700,West,10,3,No,2,Left
1301,34,Male,3,1600,East,7,4,No,9,Right
1302,62,Male,3,2875,West,7,3,No,2,Left
1303,46,Male,3,938,East,2,2,No,2,Left
1304,61,Female,3,2300,West,5,4,No,3,Center-Left
1305,21,Female,5,620,West,10,4,No,2,Left
1306,76,Male,5,2400,West,8,3,No,6,Center-Right
1307,81,Female,5,1080,East,5,3,No,5,Center-Right
1308,53,Male,3,800,East,7,2,No,6,Center-Right
1309,41,Male,5,4500,West,9,4,No,5,Center-Right
1310,26,Female,3,1100,East,8,5,No,6,Center-Right
1311,74,Male,5,1400,East,10,3,No,3,Center-Left
1312,59,Male,2,1900,West,8,3,No,9,Right
1313,53,Female,2,1000,West,5,3,No,5,Center-Right
1314,35,Female,5,670,West,9,4,No,6,Center-Right
1315,40,Female,5,1313,West,8,3,Yes,5,Center-Right
1316,59,Female,2,3000,West,5,3,No,9,Right
1317,60,Male,2,2000,West,8,2,No,6,Center-Right
1318,37,Male,2,1050,East,7,4,No,11,Right
1319,83,Male,4,1200,East,7,2,No,3,Center-Left
1320,44,Female,3,1188,West,3,2,No,6,Center-Right
1321,45,Female,5,1800,West,6,4,No,2,Left
1322,49,Female,3,1200,West,10,4,No,2,Left
1323,83,Female,2,520,West,10,4,No,3,Center-Left
1324,50,Male,2,1438,West,8,2,No,3,Center-Left
1325,42,Female,4,100,West,9,2,No,1,Left
1326,45,Male,5,4500,West,9,4,Yes,3,Center-Left
1327,60,Male,2,600,West,8,3,No,6,Center-Right
1328,57,Male,3,2875,West,7,3,No,3,Center-Left
1329,50,Male,5,3400,East,8,3,No,6,Center-Right
1330,68,Male,3,800,West,4,3,No,3,Center-Left
1331,42,Female,3,4000,West,9,5,No,3,Center-Left
1332,27,Female,5,1600,West,9,5,No,6,Center-Right
1333,90,Male,2,2125,West,9,3,Yes,5,Center-Right
1334,36,Female,3,650,West,9,5,No,6,Center-Right
1335,27,Female,5,400,East,7,2,No,2,Left
1336,59,Female,4,1700,West,10,3,No,5,Center-Right
1337,26,Female,2,750,West,3,3,No,1,Left
1338,30,Male,5,2000,West,8,4,No,6,Center-Right
1339,31,Female,5,830,East,1,1,No,2,Left
1340,53,Male,5,2400,West,8,3,No,1,Left
1341,43,Female,5,2875,East,9,4,Yes,3,Center-Left
1342,81,Female,3,1833,West,8,2,No,3,Center-Left
1343,38,Male,2,1600,West,9,5,No,2,Left
1344,72,Male,2,1980,West,5,2,Yes,2,Left
1345,30,Male,4,2400,West,8,5,Yes,4,Center-Left
1346,38,Female,3,2250,West,9,4,No,6,Center-Right
1347,81,Female,3,1100,West,9,4,Yes,3,Center-Left
1348,70,Male,3,2625,West,10,3,No,5,Center-Right
1349,54,Male,3,3500,West,8,4,No,6,Center-Right
1350,69,Female,3,1400,East,5,1,No,3,Center-Left
1351,29,Female,4,1700,West,9,4,No,6,Center-Right
1352,56,Female,2,1400,West,5,4,No,3,Center-Left
1353,45,Female,3,2200,East,9,4,No,3,Center-Left
1354,19,Female,5,1000,East,9,5,No,2,Left
1355,46,Female,3,950,West,8,4,No,5,Center-Right
1356,35,Female,3,665,East,8,2,No,9,Right
1357,75,Male,3,2200,West,8,1,No,6,Center-Right
1358,43,Male,5,3500,East,8,4,No,9,Right
1359,45,Male,3,1200,East,7,3,No,5,Center-Right
1360,49,Male,3,1700,West,8,3,No,9,Right
1361,47,Female,3,400,East,6,5,No,1,Left
1362,45,Female,3,350,East,10,4,No,11,Right
1363,55,Male,2,3000,West,7,3,No,3,Center-Left
1364,35,Male,4,2100,East,8,4,No,9,Right
1365,56,Female,5,450,West,10,4,Yes,6,Center-Right
1366,55,Female,4,800,West,8,5,No,5,Center-Right
1367,40,Male,3,2500,West,10,5,No,3,Center-Left
1368,69,Male,3,1200,East,8,4,No,9,Right
1369,69,Male,3,922,West,10,3,No,3,Center-Left
1370,24,Female,4,600,West,8,4,Yes,1,Left
1371,22,Male,5,300,West,8,4,No,6,Center-Right
1372,57,Female,3,1000,East,3,1,No,6,Center-Right
1373,51,Female,3,1000,East,5,3,No,9,Right
1374,59,Male,5,1800,West,9,3,No,3,Center-Left
1375,63,Male,4,2000,West,9,3,No,2,Left
1376,40,Female,4,2000,West,9,2,No,2,Left
1377,79,Male,2,1200,West,10,3,No,3,Center-Left
1378,51,Female,3,1500,West,10,4,No,2,Left
1379,66,Male,5,1300,East,8,5,Yes,2,Left
1380,44,Female,4,1500,West,6,4,Yes,2,Left
1381,63,Female,3,820,West,10,3,No,6,Center-Right
1382,37,Female,5,1500,West,9,3,No,5,Center-Right
1383,50,Female,5,2300,West,10,5,Yes,2,Left
1384,45,Male,2,1500,East,6,4,Yes,2,Left
1385,75,Female,2,1200,West,6,3,No,6,Center-Right
1386,74,Male,5,2300,West,9,4,No,5,Center-Right
1387,73,Male,2,1200,West,7,4,Yes,9,Right
1388,35,Male,3,1500,East,8,4,No,6,Center-Right
1389,75,Male,3,950,East,5,3,No,3,Center-Left
1390,77,Male,3,1500,West,8,2,No,3,Center-Left
1391,51,Female,4,2000,West,9,4,Yes,2,Left
1392,72,Male,5,6500,West,8,5,Yes,5,Center-Right
1393,36,Female,5,1400,East,9,5,No,9,Right
1394,49,Female,3,2500,West,9,4,No,3,Center-Left
1395,69,Male,2,1100,West,10,3,No,6,Center-Right
1396,28,Female,3,200,West,8,5,No,3,Center-Left
1397,72,Male,2,2000,East,10,5,No,6,Center-Right
1398,22,Male,5,650,West,8,5,No,6,Center-Right
1399,37,Female,3,880,East,8,3,No,2,Left
1400,55,Female,3,1350,West,6,5,No,9,Right
1401,86,Female,2,1400,West,10,3,No,6,Center-Right
1402,30,Male,4,650,West,8,4,No,9,Right
1403,25,Female,5,1875,West,8,3,No,3,Center-Left
1404,28,Female,5,450,West,9,5,Yes,2,Left
1405,55,Female,3,1313,East,8,3,No,3,Center-Left
1406,37,Male,4,1200,East,9,4,Yes,6,Center-Right
1407,42,Female,4,990,West,8,3,Yes,3,Center-Left
1408,46,Male,5,4000,West,8,4,No,5,Center-Right
1409,78,Female,2,1875,East,5,4,No,1,Left
1410,33,Female,3,1200,West,10,5,No,3,Center-Left
1411,50,Male,2,1100,East,10,4,No,2,Left
1412,34,Male,3,760,East,5,5,No,9,Right
1413,34,Female,3,1800,West,8,2,No,9,Right
1414,72,Male,5,3000,West,7,4,No,6,Center-Right
1415,33,Female,4,1200,West,9,5,No,6,Center-Right
1416,74,Male,5,4000,West,6,3,Yes,6,Center-Right
1417,89,Male,3,2800,West,8,2,No,6,Center-Right
1418,57,Male,3,1400,East,8,4,No,9,Right
1419,60,Male,3,900,West,3,3,No,9,Right
1420,65,Male,3,735,East,10,5,No,2,Left
1421,46,Female,5,3300,West,9,5,Yes,6,Center-Right
1422,58,Male,3,4000,West,8,3,No,9,Right
1423,66,Male,2,720,East,9,3,No,1,Left
1424,58,Male,5,4200,West,9,3,No,6,Center-Right
1425,58,Male,3,3000,East,9,5,No,9,Right
1426,60,Male,3,1188,East,6,3,Yes,6,Center-Right
1427,51,Male,5,6250,West,7,3,No,9,Right
1428,60,Male,5,2000,West,8,3,Yes,2,Left
1429,52,Male,3,4400,West,8,3,No,6,Center-Right
1430,19,Female,3,950,East,10,4,No,3,Center-Left
1431,48,Male,5,4500,West,8,4,Yes,6,Center-Right
1432,26,Male,3,1200,East,7,2,No,4,Center-Left
1433,40,Female,5,2200,West,9,3,No,6,Center-Right
1434,66,Female,3,1000,East,9,1,No,6,Center-Right
1435,30,Male,5,2500,West,9,5,No,6,Center-Right
1436,60,Female,3,400,East,7,3,No,6,Center-Right
1437,71,Female,2,600,West,6,3,No,3,Center-Left
1438,60,Female,3,750,East,10,4,No,6,Center-Right
1439,56,Female,4,2070,East,7,3,No,6,Center-Right
1440,85,Male,2,1200,East,8,3,No,2,Left
1441,79,Female,2,1000,West,9,2,No,6,Center-Right
1442,64,Male,5,2500,West,5,2,No,3,Center-Left
1443,33,Female,5,500,East,9,5,Yes,3,Center-Left
1444,36,Female,2,1500,West,7,3,Yes,2,Left
1445,70,Female,3,1313,West,10,5,Yes,6,Center-Right
1446,48,Male,5,3000,West,7,3,No,3,Center-Left
1447,48,Male,5,2200,East,8,5,No,3,Center-Left
1448,61,Male,5,2300,West,7,3,Yes,1,Left
1449,47,Female,2,1500,West,9,4,No,3,Center-Left
1450,88,Female,2,480,West,6,3,No,6,Center-Right
1451,78,Male,5,1430,East,10,3,No,3,Center-Left
1452,64,Male,5,3000,West,7,4,Yes,9,Right
1453,34,Male,3,1875,West,8,3,No,3,Center-Left
1454,89,Male,4,1800,East,7,1,Yes,3,Center-Left
1455,36,Female,5,1388,West,10,4,Yes,2,Left
1456,56,Female,5,1500,West,9,4,No,6,Center-Right
1457,22,Male,5,440,East,7,5,No,4,Center-Left
1458,56,Female,5,2050,West,4,2,Yes,9,Right
1459,37,Male,5,3500,West,10,5,No,6,Center-Right
1460,35,Female,3,2500,West,3,2,No,6,Center-Right
1461,27,Male,3,2300,East,9,5,Yes,6,Center-Right
1462,56,Female,5,500,West,9,4,No,2,Left
1463,76,Female,2,1200,West,8,4,No,6,Center-Right
1464,28,Male,3,1000,East,7,4,No,9,Right
1465,60,Female,4,2400,East,9,2,No,2,Left
1466,65,Male,3,1350,East,8,4,No,9,Right
1467,49,Female,3,1600,West,10,5,No,3,Center-Left
1468,82,Female,2,1063,West,10,4,No,3,Center-Left
1469,62,Male,3,1500,East,8,4,No,2,Left
1470,55,Male,2,2000,West,8,4,No,6,Center-Right
1471,55,Female,3,2500,East,9,5,No,3,Center-Left
1472,59,Male,2,2700,West,7,3,No,9,Right
1473,48,Female,4,1600,East,6,3,No,6,Center-Right
1474,39,Male,3,1750,West,6,4,Yes,9,Right
1475,37,Female,2,300,West,9,3,No,6,Center-Right
1476,42,Male,3,6500,West,10,4,No,9,Right
1477,65,Male,5,4500,West,9,2,Yes,2,Left
1478,52,Male,3,1438,East,8,4,No,6,Center-Right
1479,21,Male,4,1300,East,6,4,No,1,Left
1480,42,Male,2,200,West,7,2,No,9,Right
1481,70,Female,5,150,West,8,3,No,2,Left
1482,50,Female,3,450,West,8,4,No,6,Center-Right
1483,66,Male,5,2200,West,10,3,No,3,Center-Left
1484,71,Female,2,1400,East,8,3,No,9,Right
1485,65,Male,2,1100,East,6,3,No,9,Right
1486,52,Male,2,2500,West,7,3,No,6,Center-Right
1487,58,Female,2,1900,West,9,2,No,3,Center-Left
1488,44,Male,5,5000,West,9,5,No,6,Center-Right
1489,63,Female,3,1400,East,9,2,No,6,Center-Right
1490,55,Male,3,1900,East,7,3,No,1,Left
1491,62,Female,2,2000,West,10,3,No,3,Center-Left
1492,61,Male,3,2000,West,10,4,No,9,Right
1493,23,Female,5,1200,West,9,5,Yes,2,Left
1494,76,Male,2,2800,West,6,1,No,2,Left
1495,57,Female,3,688,West,9,4,No,3,Center-Left
1496,76,Male,2,1350,West,8,2,No,3,Center-Left
1497,59,Male,5,8750,West,8,3,Yes,5,Center-Right
1498,53,Male,3,2500,West,5,3,No,9,Right
1499,37,Female,5,1500,East,9,4,Yes,3,Center-Left
1500,48,Female,3,900,West,6,2,Yes,6,Center-Right
1501,56,Female,2,320,West,5,1,No,6,Center-Right
1502,32,Female,5,412,West,10,5,No,2,Left
1503,45,Male,3,1500,East,8,3,No,3,Center-Left
1504,65,Female,3,586,East,6,2,No,9,Right
1505,57,Female,3,1600,East,9,3,No,3,Center-Left
1506,46,Female,5,4500,West,9,5,No,6,Center-Right
1507,43,Male,4,3500,West,8,3,Yes,3,Center-Left
1508,79,Male,2,1438,West,9,2,No,5,Center-Right
1509,45,Female,2,800,West,4,5,No,5,Center-Right
1510,47,Female,4,1200,West,8,1,No,2,Left
1511,63,Female,3,2875,West,9,5,No,6,Center-Right
1512,42,Male,4,5000,West,9,3,Yes,5,Center-Right
1513,73,Male,5,6250,West,9,4,No,5,Center-Right
1514,45,Male,4,1500,West,6,3,No,9,Right
1515,29,Female,5,1400,West,9,5,Yes,2,Left
1516,59,Female,4,800,West,8,2,No,2,Left
1517,48,Male,4,1400,West,8,2,No,2,Left
1518,55,Male,3,2400,West,6,4,Yes,1,Left
1519,82,Female,2,1500,East,5,2,No,6,Center-Right
1520,63,Male,5,936,East,4,3,No,9,Right
1521,76,Male,2,900,East,8,2,No,9,Right
1522,31,Female,4,950,East,8,3,No,1,Left
1523,55,Male,2,1200,West,6,3,No,9,Right
1524,44,Female,3,500,West,8,4,No,3,Center-Left
1525,64,Female,2,1300,West,7,5,No,5,Center-Right
1526,52,Female,3,2000,East,8,4,No,1,Left
1527,64,Female,2,1300,West,10,4,No,6,Center-Right
1528,21,Female,4,640,West,7,4,No,3,Center-Left
1529,60,Male,5,5000,West,9,4,No,2,Left
1530,47,Male,3,2625,West,8,4,No,3,Center-Left
1531,56,Female,2,200,West,9,5,No,6,Center-Right
